date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,hail_accumulation,hail_duration,hail_intensity,hail_peak_intensity,rain_accumulation,rain_duration,rain_intensity,rain_peak_intensity
2017-07-01 00:00:00,7232.0,-82.4760394711,-6609.0,2871.06916943,9673.36625626,11747.0,196.534838295,-11458.0,10632.0543443,49257.9970078,2518.0,-357.608133769,-4138.0,448.489020143,128332.066358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01 01:00:00,4360.0,-84.6869447923,-4619.0,2474.53529796,9646.41391621,11446.0,182.448555057,-10637.0,10350.35042,43637.8256624,1187.0,-355.396795115,-2064.0,336.933836869,126643.815815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01 02:00:00,1417.0,-83.4748772501,-2051.0,1335.44260974,8303.49774167,3852.0,195.291505232,-3562.0,4175.34569089,42314.1177065,156.0,-356.282109687,-1047.0,215.980395169,127152.922078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01 03:00:00,2330.0,-84.4155517605,-2591.0,1317.11597641,8443.10135544,5126.0,192.980597799,-5010.0,4228.62914063,41470.1402676,696.0,-355.539516067,-1240.0,216.391438322,126624.738924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01 04:00:00,6900.0,-86.0720288089,-3577.0,2004.18839386,9412.58253713,6789.0,192.223325307,-5808.0,6754.73057938,43704.5373716,944.0,-354.747942502,-1617.0,347.047703561,126193.150413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01 05:00:00,5629.0,-85.6041559954,-6361.0,4034.68211326,11362.7536369,10381.0,187.94268673,-10000.0,11981.7787688,47304.2322642,2106.0,-358.320427422,-3735.0,576.277371401,128969.806079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01 06:00:00,9338.0,-77.8678979246,-8288.0,5526.39999302,11589.8095202,10585.0,190.168854257,-10438.0,14113.4561033,50277.6492326,2750.0,-363.940316733,-4237.0,639.011975668,133091.566119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01 07:00:00,7355.0,-68.8737756958,-6472.0,6418.73729992,11162.3342785,10170.0,195.639501512,-10465.0,15307.6998688,53582.5144205,2446.0,-368.329258523,-3763.0,831.464541522,136497.907226,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.1
2017-07-01 08:00:00,57466.0,-64.225707527,-72311.0,983966.150026,830609.132327,95316.0,197.703646996,-99662.0,3064524.053,1762628.04149,37482.0,-369.775362472,-36733.0,330258.484906,466992.303597,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2017-07-01 09:00:00,2356.0,-60.7626769304,-2480.0,3787.84749231,7479.95040006,6243.0,199.278253024,-4823.0,11209.7240755,50921.5462038,807.0,-372.229946411,-2225.0,788.47138851,139343.604394,0.0,0.0,0.0,0.0,0.04,960.0,0.0129,0.4
2017-07-01 10:00:00,3603.0,-56.5359882933,-3968.0,4759.91018744,7956.22815975,6435.0,203.127278747,-5601.0,13430.6879804,54691.3793518,1208.0,-373.761500265,-2451.0,627.750164757,140325.409245,0.0,0.0,0.0,0.0,0.47,5950.0,0.0033,0.4
2017-07-01 11:00:00,2554.0,-54.2193375341,-2954.0,2557.44912938,5497.18569202,4663.0,204.462430597,-3864.0,7874.48066606,49679.3661918,1005.0,-375.223263085,-1507.0,372.221436627,141164.718597,0.0,0.0,0.0,0.0,2.41,13470.0,0.0938,3.2
2017-07-01 12:00:00,5000.0,-53.6109226545,-6385.0,2325.35716603,5199.4881939,6166.0,205.899004557,-4375.0,4802.4897927,47196.8898701,3012.0,-373.965721149,-3245.0,374.849778459,140225.210373,0.0,0.0,0.0,0.0,46.95,53090.0,1.9452,19.7
2017-07-01 13:00:00,2898.0,-57.3180307577,-3115.0,2365.94058972,5651.29723967,5220.0,204.810325766,-4578.0,7578.53127972,49525.8008202,853.0,-371.137959847,-1683.0,303.973071534,138047.358311,0.0,0.0,0.0,0.0,68.82,67140.0,0.0,19.7
2017-07-01 14:00:00,1428.0,-61.0304566328,-1358.0,1449.07467675,5173.79131357,2339.0,203.177776469,-1847.0,4756.52028269,46037.7291336,150.0,-369.600895999,-991.0,234.167988966,136838.990312,0.0,0.0,0.0,0.0,68.82,67270.0,0.0,19.7
2017-07-01 15:00:00,7108.0,-62.8428657301,-7938.0,8716.40667834,12665.6324515,12074.0,203.082087687,-14014.0,33966.5167088,75208.8510479,2307.0,-369.250509722,-4105.0,1278.43076544,137624.369695,0.0,0.0,0.0,0.0,71.04,69440.0,0.0,19.7
2017-07-01 16:00:00,9278.0,-64.2866796815,-9922.0,7939.44824639,12072.2254309,16316.0,202.327736303,-16315.0,39927.9570411,80864.4699184,3093.0,-368.194848672,-3135.0,794.317371378,136361.76396,0.0,0.0,0.0,0.0,68.82,67270.0,0.0,19.7
2017-07-01 17:00:00,3522.0,-67.0103410996,-3020.0,2769.72698114,7260.11279543,5419.0,201.66778148,-4570.0,8146.38967363,48816.2837608,362.0,-366.049901056,-1120.0,242.920312193,134235.450375,0.0,0.0,0.0,0.0,66.6,65100.0,0.0,19.7
2017-07-01 18:00:00,6347.0,-70.2632608186,-6423.0,3171.54692195,8108.47274281,15648.0,201.031576632,-12696.0,11636.100495,52049.795298,1021.0,-364.220613088,-1918.0,318.207800691,132974.862799,0.0,0.0,0.0,0.0,68.82,67780.0,0.0,19.7
2017-07-01 19:00:00,4074.0,-73.3309140768,-4071.0,2731.87349256,8109.29645189,4849.0,199.805612438,-4182.0,8357.44966849,48279.7324303,453.0,-362.210061989,-1217.0,360.990859478,131557.119865,0.0,0.0,0.0,0.0,68.82,67890.0,0.0,19.7
2017-07-01 20:00:00,1477.0,-76.8742923619,-1624.0,1375.99986313,7285.65668927,2389.0,198.173386474,-1997.0,3986.99821821,43259.6893248,401.0,-361.019016646,-1166.0,164.238841435,130498.969221,0.0,0.0,0.0,0.0,68.82,67890.0,0.0,19.7
2017-07-01 21:00:00,2101.0,-79.3949240056,-1724.0,2489.82782838,8793.38178624,2591.0,196.625171528,-2087.0,6967.49044403,45628.9485223,469.0,-359.419240645,-1071.0,272.364153348,129454.554699,0.0,0.0,0.0,0.0,66.72,67740.0,0.0,19.7
2017-07-01 22:00:00,1998.0,-82.5428571746,-2452.0,1401.09942676,8214.42269731,5072.0,194.494873895,-4500.0,4976.60504444,42804.8610157,364.0,-358.19266423,-942.0,185.836987301,128487.821696,0.0,0.0,0.0,0.0,69.13,73140.0,0.0,19.7
2017-07-01 23:00:00,2106.0,-84.1907731214,-2198.0,1546.68931814,8634.77559692,4422.0,194.737371403,-4356.0,4757.40699347,42680.0508144,519.0,-357.448606168,-1173.0,224.25042756,127993.756479,0.0,0.0,0.0,0.0,71.36,76600.0,0.0,19.7
2017-07-02 00:00:00,1502.0,-85.7174114251,-1722.0,1371.15588677,8718.63050819,2153.0,194.605653771,-1769.0,3697.7136712,41569.074151,189.0,-356.850524611,-843.0,201.880606105,127544.177521,0.0,0.0,0.0,0.0,67.04,72840.0,0.0,19.7
2017-07-02 01:00:00,1463.0,-85.6187582014,-1664.0,1490.39557409,8820.96733004,2083.0,186.317990758,-1727.0,4116.29083255,38830.6845126,47.0,-355.714791428,-800.0,217.090448102,126750.103289,0.0,0.0,0.0,0.0,71.68,78750.0,0.0,19.7
2017-07-02 02:00:00,2919.0,-84.4171006477,-3445.0,2146.89539808,9273.14227984,8507.0,194.482759464,-8526.0,8410.00092526,46233.5446538,913.0,-356.697167003,-1572.0,301.200648518,127534.069597,0.0,0.0,0.0,0.0,71.68,79870.0,0.0,19.7
2017-07-02 03:00:00,1125.0,-84.106533215,-1264.0,1387.86939303,8461.77832247,3220.0,194.50398944,-3522.0,3902.40054836,41734.2024564,423.0,-357.236984181,-1273.0,236.485229007,127854.748096,0.0,0.0,0.0,0.0,71.68,80460.0,0.0031,19.7
2017-07-02 04:00:00,7107.0,-83.3049863278,-11439.0,3631.4348772,10571.1556243,9304.0,195.878873468,-8749.0,6393.0510094,44761.5840805,4894.0,-357.313072985,-5392.0,787.536616823,128460.168743,0.0,0.0,0.0,0.0,67.2,75600.0,0.0,19.7
2017-07-02 05:00:00,1385.0,-83.6968858923,-1489.0,1569.19264597,8574.36135404,2147.0,195.145415394,-1564.0,3945.32561287,42027.0587622,132.0,-357.053988829,-921.0,240.175456119,127727.726395,0.0,0.0,0.0,0.0,69.44,79770.0,0.0,19.7
2017-07-02 06:00:00,1738.0,-83.8559557156,-1676.0,1788.28227535,8820.10358433,2430.0,194.658890379,-1840.0,4635.98768744,42528.071291,182.0,-356.835241294,-821.0,249.516491743,127580.905921,0.0,0.0,0.0,0.0,69.44,80520.0,0.0,19.7
2017-07-02 07:00:00,7456.0,-80.3924962306,-7777.0,3892.84728226,10355.8007324,9043.0,194.169712034,-8922.0,12650.7512936,50352.6283649,1723.0,-359.342918508,-2993.0,483.588272779,129610.921355,0.0,0.0,0.0,0.0,67.2,78160.0,0.0,19.7
2017-07-02 08:00:00,4017.0,-76.4232950852,-4944.0,3262.78404242,9103.30407411,6213.0,195.674362584,-5738.0,9623.55444065,47912.0106133,1996.0,-361.650944832,-2357.0,512.815737226,131304.221635,0.0,0.0,0.0,0.0,71.68,83520.0,0.0,19.7
2017-07-02 09:00:00,2454.0,-72.3571084921,-2692.0,1881.14369211,7116.69484145,6771.0,196.602032664,-6513.0,8339.40539026,46991.764638,414.0,-364.021226643,-1153.0,229.139625941,132740.593073,0.0,0.0,0.0,0.0,69.44,81280.0,0.0,19.7
2017-07-02 10:00:00,5218.0,-66.4197217559,-6297.0,3720.87130582,8132.45074394,7036.0,199.630601522,-7770.0,9751.51553737,49603.8926012,1417.0,-367.571067143,-2374.0,361.63563236,135470.125033,0.0,0.0,0.0,0.0,69.44,81840.0,0.0,19.7
2017-07-02 11:00:00,2172.0,-61.6217926425,-1603.0,1524.77743928,5322.02276775,3531.0,201.467881702,-3059.0,4909.68369793,45498.9910556,363.0,-370.233505296,-1073.0,218.941430837,137291.789875,0.0,0.0,0.0,0.0,71.68,84480.0,0.0,19.7
2017-07-02 12:00:00,39049.0,-55.0674499251,-39525.0,69295.3297835,72327.7538247,34274.0,205.427206192,-28923.0,102345.690399,144546.027443,52924.0,-374.412925097,-50446.0,39101.2176124,169741.894928,0.0,0.0,0.0,0.0,69.73,82700.0,0.0,19.7
2017-07-02 13:00:00,3261.0,-52.1455376161,-3334.0,2732.59501145,5451.75210472,7712.0,207.189208679,-7894.0,11431.3600874,54358.7282803,852.0,-375.667182592,-1996.0,343.139444517,141468.971521,0.0,0.0,0.0,0.0,69.75,82770.0,0.0,19.7
2017-07-02 14:00:00,1678.0,-50.9799666889,-1925.0,1722.38293157,4321.33993518,3078.0,208.848821279,-2478.0,5347.53245104,48965.3626007,677.0,-375.355105161,-1298.0,210.997417965,141102.452388,0.0,0.0,0.0,0.0,69.75,82770.0,0.0,19.7
2017-07-02 15:00:00,3493.0,-53.2763830262,-3064.0,2738.78563035,5577.15861871,5887.0,209.940027844,-5012.0,8388.21366865,52463.02896,606.0,-374.010428877,-1447.0,301.191529914,140184.992439,0.0,0.0,0.0,0.0,69.75,82770.0,0.0,19.7
2017-07-02 16:00:00,1432.0,-57.1070743255,-1311.0,1644.65586213,4905.87380014,2276.0,208.313002986,-1589.0,4931.60194391,48325.9091568,71.0,-372.563914929,-864.0,196.892231942,139000.762939,0.0,0.0,0.0,0.0,69.75,82770.0,0.0,19.7
2017-07-02 17:00:00,5653.0,-60.8103335441,-2853.0,2785.86189119,6483.75855693,8376.0,207.241699731,-7608.0,5167.45215067,48116.5742583,1238.0,-370.158426491,-2825.0,244.811524562,137262.072227,0.0,0.0,0.0,0.0,67.5,80400.0,0.0,19.7
2017-07-02 18:00:00,2550.0,-62.6956558937,-2644.0,2399.96366571,6330.70893366,4049.0,205.816733537,-3738.0,5690.26889085,48050.7966947,243.0,-369.676159249,-985.0,233.397482165,136893.860199,0.0,0.0,0.0,0.0,74.25,89100.0,0.0,19.7
2017-07-02 19:00:00,2775.0,-64.6708525879,-2765.0,4046.03675849,8228.35593294,5137.0,205.83073241,-4089.0,11185.9594296,53552.2498342,421.0,-368.542083842,-1185.0,373.079050249,136196.346613,0.0,0.0,0.0,0.0,69.75,85920.0,0.0,19.7
2017-07-02 20:00:00,1863.0,-66.1472120587,-1896.0,3657.2941927,8032.74785584,3672.0,205.486400571,-3247.0,10158.6980101,52383.3588296,157.0,-366.888460124,-971.0,333.818543488,134940.960716,0.0,0.0,0.0,0.0,72.0,91380.0,0.0,19.7
2017-07-02 21:00:00,2387.0,-68.5299205223,-2500.0,1975.57101218,6671.92101898,2980.0,203.833557963,-2020.0,5571.61956188,47119.7389136,220.0,-364.674562584,-990.0,202.102865812,133189.639462,0.0,0.0,0.0,0.0,69.75,88660.0,0.0,19.7
2017-07-02 22:00:00,1297.0,-70.7310914099,-1383.0,1598.73386505,6601.62115709,2659.0,202.060566599,-2178.0,4267.72447866,45096.1970531,19.0,-364.424488417,-778.0,158.377355631,132963.585114,0.0,0.0,0.0,0.0,72.0,91520.0,0.0,19.7
2017-07-02 23:00:00,1402.0,-73.97697447,-1248.0,1178.41987491,6651.01262665,4193.0,200.77891469,-3960.0,3696.42091965,44008.5935038,214.0,-362.662833708,-979.0,142.883980005,131667.214933,0.0,0.0,0.0,0.0,69.75,88660.0,0.0,19.7
2017-07-03 00:00:00,2050.0,-76.2838674624,-2402.0,1305.7681361,7124.99657111,3717.0,199.300679666,-2830.0,4134.32351572,43855.084431,520.0,-361.201165332,-1091.0,172.984545815,130639.266383,0.0,0.0,0.0,0.0,69.75,88660.0,0.0,19.7
