date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,hail_accumulation,hail_duration,hail_intensity,hail_peak_intensity,rain_accumulation,rain_duration,rain_intensity,rain_peak_intensity
2017-10-01 00:00:00,1743.0,-80.4791183565,-1801.0,308.021437544,6784.90992899,4218.0,196.161954264,-2913.0,1315.51226577,39795.0245666,1096.0,-365.810763544,-2193.0,186.286270317,134003.800995,0.0,0.0,0.0,0.0,3.6,38100.0,0.0,1.0
2017-10-01 01:00:00,3057.0,-80.7953502274,-4835.0,831.691886544,7359.58050491,8757.0,195.318566313,-7726.0,3450.63465913,41599.9770056,2684.0,-366.089988789,-3883.0,446.093170794,134467.973062,0.0,0.0,0.0,0.0,3.84,40640.0,0.0,1.0
2017-10-01 02:00:00,1774.0,-81.3545129394,-1236.0,349.650549713,6968.20732533,3028.0,195.280171911,-2704.0,1539.84655156,39674.1920931,762.0,-365.663100374,-1410.0,206.739026584,133916.242002,0.0,0.0,0.0,0.0,3.72,39920.0,0.0,1.0
2017-10-01 03:00:00,960.0,-82.0232055298,-1020.0,157.895604952,6885.70185033,1400.0,195.075224361,-1304.0,510.768322658,38565.1114821,668.0,-365.02278553,-1414.0,122.557121311,133364.191078,0.0,0.0,0.0,0.0,3.72,40770.0,0.0,1.0
2017-10-01 04:00:00,1482.0,-82.376907359,-1117.0,238.464874613,7024.41974064,2614.0,195.13810318,-1380.0,831.324749352,38910.204062,739.0,-364.187866458,-1428.0,155.079656066,132787.881731,0.0,0.0,0.0,0.0,3.6,39600.0,0.0,1.0
2017-10-01 05:00:00,917.0,-82.8425668416,-1047.0,198.379076574,7061.26995748,1607.0,195.180742021,-1190.0,573.323046371,38668.8451024,476.0,-363.882467908,-1228.0,125.273725888,132535.724177,0.0,0.0,0.0,0.0,4.33,43660.0,0.0226,1.0
2017-10-01 06:00:00,1368.0,-83.5841993509,-1829.0,423.943404135,7410.26178526,3967.0,194.245186394,-4698.0,1800.32528765,39531.517725,1447.0,-364.071171032,-1848.0,319.493555241,132867.311132,0.0,0.0,0.0,0.0,4.34,43710.0,0.0,1.0
2017-10-01 07:00:00,388.0,-83.1178865357,-517.0,163.969411672,7072.55247383,1056.0,191.949780056,-722.0,499.434634138,37344.1526976,175.0,-365.799574667,-779.0,113.197516089,133922.526343,0.0,0.0,0.0,0.0,4.62,46530.0,0.0,1.0
2017-10-01 08:00:00,864.0,-80.847172392,-1014.0,246.911448239,6783.17673203,1546.0,191.777443581,-1249.0,717.217861676,37495.805728,347.0,-367.860007933,-1107.0,166.422387286,135487.407824,0.0,0.0,0.0,0.0,4.34,43710.0,0.0,1.0
2017-10-01 09:00:00,971.0,-77.3279385245,-1248.0,259.003785089,6238.61386154,2149.0,193.972805586,-2172.0,863.405153346,38488.8544602,429.0,-369.199789778,-1061.0,138.210493766,136446.695266,0.0,0.0,0.0,0.0,4.34,43710.0,0.0,1.0
2017-10-01 10:00:00,5324.0,-76.915481205,-6800.0,3933.58245592,9849.57370492,10721.0,191.703483663,-11710.0,13617.7621682,50367.9878167,3402.0,-370.924041196,-3802.0,1987.94926031,139572.593597,0.0,0.0,0.0,0.0,4.34,43710.0,0.0,1.0
2017-10-01 11:00:00,4929.0,-76.3574396028,-4125.0,3854.78162481,9685.24020751,8145.0,189.642685953,-8651.0,13867.0813309,49831.4296662,2924.0,-371.990077789,-3303.0,1800.84456283,140177.462536,0.0,0.0,0.0,0.0,4.2,42300.0,0.0,1.0
2017-10-01 12:00:00,1991.0,-76.8889267901,-1826.0,478.407871164,6390.31493409,3853.0,189.691703676,-3543.0,2127.94737444,38110.8898179,2684.0,-371.931782298,-3609.0,524.008864108,138857.259547,0.0,0.0,0.0,0.0,4.62,46530.0,0.0,1.0
2017-10-01 13:00:00,662.0,-76.0988143347,-746.0,1646.70814937,7437.73769251,1692.0,192.067032148,-1250.0,8182.71519589,45072.4600339,83.0,-371.837310181,-822.0,493.538518062,138756.523761,0.0,0.0,0.0,0.0,4.34,43710.0,0.0,1.0
2017-10-01 14:00:00,584.0,-75.8740590288,-887.0,438.630203709,6195.50303722,1914.0,193.071891031,-1168.0,1246.60887766,38523.363984,584.0,-372.020471088,-1292.0,195.884776618,138595.115685,0.0,0.0,0.0,0.0,4.2,42300.0,0.0,1.0
2017-10-01 15:00:00,672.0,-75.3148974279,-990.0,379.981650631,6052.31542521,1954.0,194.910433433,-1398.0,1513.90072904,39503.97779,555.0,-371.872201253,-1032.0,176.451910293,138465.385975,0.0,0.0,0.0,0.0,4.34,43710.0,0.0,1.0
2017-10-01 16:00:00,1078.0,-74.0091455454,-1181.0,429.658886738,5907.0125111,2722.0,196.733202519,-2064.0,1636.99304459,40340.9460178,448.0,-370.923288974,-987.0,224.00976429,137808.096068,0.0,0.0,0.0,0.0,4.34,43710.0,0.0,1.0
2017-10-01 17:00:00,4286.0,-74.7890202344,-3746.0,730.660355644,6324.05790327,5704.0,197.862982374,-3895.0,2005.59557549,41155.3553696,3173.0,-370.47310503,-3522.0,548.103712378,137798.425263,0.0,0.0,0.0,0.0,4.34,43710.0,0.0,1.0
2017-10-01 18:00:00,2740.0,-76.6173470918,-4223.0,539.321112899,6409.53898829,9004.0,198.598897112,-6217.0,1733.23086048,41174.7527947,3651.0,-370.129777634,-5036.0,595.507442739,137591.559734,0.0,0.0,0.0,0.0,4.34,43710.0,0.0,1.0
