date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,hail_accumulation,hail_duration,hail_intensity,hail_peak_intensity,rain_accumulation,rain_duration,rain_intensity,rain_peak_intensity
2017-06-01 00:00:00,935.0,-74.3810862432,-1255.0,459.185751796,5991.73174252,3919.0,207.445097283,-3534.0,2415.61773084,45449.0861177,286.0,-360.338550735,-987.0,149.275155189,129993.146301,0.0,0.0,0.0,0.0,306.3,254100.0,0.0,86.0
2017-06-01 01:00:00,824.0,-78.4185406461,-1153.0,383.419056401,6532.88657346,2298.0,192.523746085,-1818.0,2953.22034838,40018.6131549,91.0,-358.780878021,-789.0,121.454203889,128845.172638,0.0,0.0,0.0,0.0,316.51,262570.0,0.0,86.0
2017-06-01 02:00:00,746.0,-78.8725590305,-890.0,374.82393231,6595.70450033,2562.0,204.042585508,-2730.0,1905.37067939,43538.7473803,108.0,-359.906753437,-1011.0,126.034860586,129658.90603,0.0,0.0,0.0,0.0,316.51,262570.0,0.0,86.0
2017-06-01 03:00:00,1036.0,-80.7759535823,-940.0,376.921282123,6901.67595925,2723.0,203.295511894,-2536.0,1734.47135321,43063.5365094,229.0,-358.807233548,-963.0,124.748082445,128867.378928,0.0,0.0,0.0,0.0,316.51,262570.0,0.0,86.0
2017-06-01 04:00:00,1944.0,-81.3895640116,-2229.0,539.189560613,7163.45069061,3362.0,202.605947105,-2804.0,2600.09417982,43649.2639819,1417.0,-357.320534088,-1481.0,169.082122137,127847.046203,0.0,0.0,0.0,0.0,306.3,254100.0,0.0,86.0
2017-06-01 05:00:00,1317.0,-80.9467567258,-1108.0,434.816856465,6987.1942809,2441.0,200.267669703,-2469.0,2063.3821302,42170.5216583,147.0,-357.554681606,-1078.0,139.31175985,127984.662098,0.0,0.0,0.0,0.0,316.51,262570.0,0.0,86.0
2017-06-01 06:00:00,2387.0,-74.3680440355,-2829.0,895.934687954,6426.54066162,3693.0,199.171855365,-3099.0,3410.04264121,43079.4706106,1080.0,-363.319335201,-2464.0,272.262466847,132273.201798,0.0,0.0,0.0,0.0,316.51,262570.0,0.0,86.0
2017-06-01 07:00:00,3987.0,-59.5604793772,-4279.0,1499.40598985,5046.85669349,4211.0,207.148069835,-4055.0,3550.09079187,46460.4136284,1170.0,-372.307596325,-1741.0,285.708139165,138898.65442,0.0,0.0,0.0,0.0,306.3,254100.0,0.0,86.0
2017-06-01 08:00:00,2864.0,-48.7405547327,-3157.0,1675.33221882,4050.97389447,5929.0,213.915197872,-8334.0,7889.23024278,53648.9421234,2327.0,-377.920713421,-4160.0,871.48900531,143695.554638,0.0,0.0,0.0,0.0,316.51,262570.0,0.0,86.0
2017-06-01 09:00:00,3824.0,-36.9153589829,-5087.0,6690.82280942,8053.56653826,8521.0,220.669560367,-11817.0,29887.8792097,78582.9340823,2947.0,-384.909458989,-4739.0,1230.83169139,149386.123311,0.0,0.0,0.0,0.0,316.51,262570.0,0.0,86.0
2017-06-01 10:00:00,1426.0,-26.3504607217,-2973.0,689.279010169,1383.62579042,4515.0,227.182638686,-4793.0,3275.98375754,54887.9350778,572.0,-390.567071592,-1609.0,232.035479413,152774.672891,0.0,0.0,0.0,0.0,316.51,262570.0,0.0,86.0
2017-06-01 11:00:00,7484.0,-14.7777224692,-9055.0,4430.64573415,4649.02681553,13343.0,235.321752976,-10555.0,8451.56972205,63827.8971457,12480.0,-395.457029492,-14025.0,2174.64338421,158560.905559,0.0,0.0,0.0,0.0,306.3,254100.0,0.0,86.0
2017-06-01 12:00:00,5328.0,-11.7999824445,-6062.0,1401.82996646,1541.06955214,4995.0,239.03276663,-3698.0,3381.11831622,60517.7818391,3041.0,-397.421370643,-3761.0,351.337513987,158295.083358,0.0,0.0,0.0,0.0,316.51,262570.0,0.0,86.0
2017-06-01 13:00:00,2282.0,-16.1814386873,-2191.0,656.610595954,918.449553945,3970.0,238.622600419,-3078.0,2826.79437963,59767.5398105,968.0,-394.772200253,-1407.0,194.974108358,156040.064201,0.0,0.0,0.0,0.0,316.51,262570.0,0.0,86.0
2017-06-01 14:00:00,1010.0,-23.9117745425,-1634.0,594.871647514,1166.64460928,2637.0,235.115433205,-2504.0,2439.57403341,57718.8409646,359.0,-390.371012921,-1146.0,187.161576858,152576.689306,0.0,0.0,0.0,0.0,316.51,262570.0,0.0,86.0
2017-06-01 15:00:00,1228.0,-32.5389827345,-1736.0,504.721333154,1563.50673055,3996.0,230.432766186,-3137.0,2318.20411744,55417.4638495,359.0,-385.730484744,-1172.0,173.650706279,148961.657567,0.0,0.0,0.0,0.0,306.3,254100.0,0.0,86.0
2017-06-01 16:00:00,1059.0,-41.538917179,-1368.0,450.765153768,2176.24679417,3774.0,224.646831504,-3287.0,2659.68003445,53125.878939,488.0,-382.035026628,-1436.0,170.625210217,146121.386781,0.0,0.0,0.0,0.0,316.51,262570.0,0.0,86.0
2017-06-01 17:00:00,1342.0,-47.9830244633,-1578.0,553.062497317,2855.43313396,4577.0,220.373666251,-4478.0,3437.86788019,52002.4206573,351.0,-378.978160024,-1125.0,178.716739996,143803.162515,0.0,0.0,0.0,0.0,326.85,272090.0,0.0219,86.0
2017-06-01 18:00:00,2182.0,-52.9232089742,-3105.0,735.295297248,3536.16134538,5008.0,218.632910408,-4748.0,3617.35992468,51417.7094381,926.0,-375.084579906,-1609.0,208.527183424,140896.969267,0.0,0.0,0.0,0.0,307.8,264880.0,0.0,86.0
2017-06-01 19:00:00,2353.0,-58.7281214132,-2441.0,1411.4742192,4860.46646393,3579.0,217.035085517,-3976.0,4667.32848864,51771.5568338,352.0,-371.647007059,-1132.0,234.649770679,138356.147627,0.0,0.0,0.0,0.0,318.06,273730.0,0.0,86.0
2017-06-01 20:00:00,674.0,-63.7016725537,-743.0,436.606923295,4494.51000943,2559.0,213.810519099,-2261.0,2105.17768342,47820.115761,58.0,-368.711188099,-796.0,136.073919733,136084.014149,0.0,0.0,0.0,0.0,318.06,273730.0,0.0,86.0
2017-06-01 21:00:00,4224.0,-68.0067311036,-4876.0,877.006866907,5501.92234231,4882.0,211.555802716,-4567.0,3692.95032083,48448.8079835,1010.0,-365.644525951,-2105.0,222.685696187,133918.605054,0.0,0.0,0.0,0.0,318.06,273730.0,0.0,86.0
2017-06-01 22:00:00,1834.0,-71.2342341842,-2248.0,535.084107526,5609.40022733,7302.0,209.256901937,-6312.0,3648.1019501,47436.5529583,984.0,-363.246014171,-1432.0,171.80528051,132119.472092,0.0,0.0,0.0,0.0,307.8,264900.0,0.0,86.0
2017-06-01 23:00:00,2398.0,-73.9611611543,-2375.0,675.663813027,6145.91717231,6594.0,208.303158552,-5747.0,4260.47226871,47650.6781315,553.0,-361.993496674,-1307.0,200.623675903,131239.91531,0.0,0.0,0.0,0.0,318.06,273730.0,0.0,86.0
2017-06-02 00:00:00,1803.0,-77.3716684759,-2282.0,655.91248471,6642.28756746,6548.0,206.43864729,-6277.0,4763.93107842,47380.8461735,1269.0,-360.467312814,-1711.0,218.996426273,130155.680034,0.0,0.0,0.0,0.0,328.32,282560.0,0.0,86.0
2017-06-02 01:00:00,3842.0,-80.9854066829,-2652.0,1031.95516264,7590.59125823,5199.0,191.438893957,-6524.0,6284.44510139,42933.2952208,1270.0,-359.038801068,-1614.0,264.892461262,129173.753134,0.0,0.0,0.0,0.0,307.8,264900.0,0.0,86.0
2017-06-02 02:00:00,3129.0,-80.944867839,-2765.0,1715.46763326,8267.53926273,4266.0,204.172035364,-4248.0,6277.98846826,47964.2084931,2062.0,-358.956084493,-2821.0,550.016651408,129399.487246,0.0,0.0,0.0,0.0,318.06,273730.0,0.0,86.0
2017-06-02 03:00:00,1394.0,-82.3797706891,-1468.0,559.165319435,7345.59193823,3064.0,202.92141231,-2309.0,2237.76922534,43414.868799,100.0,-358.513334985,-938.0,126.206184449,128658.017547,0.0,0.0,0.0,0.0,318.06,273730.0,0.0,86.0
2017-06-02 04:00:00,618.0,-83.580104911,-847.0,375.563946181,7361.19788311,1965.0,200.50643166,-2359.0,1739.57400383,41942.4031407,47.0,-358.017311092,-840.0,107.814462754,128284.209504,0.0,0.0,0.0,0.0,318.06,273730.0,0.0,86.0
